transaction_id,user_id,timestamp,amount,location,fraud_type,is_fraud
68b11222-df94-453a-a6df-cb37c8448a75,user_1,2024-09-04 04:53:07.950662,7637.31,Aaronhaven,legit,0
39e0533e-3e06-4afb-a692-5ba2828c6dc0,user_1,2024-10-29 18:10:40.884324,1031.08,Kingside,legit,0
44e8fae9-281b-49c1-958a-f15fe2c88883,user_1,2025-03-15 21:52:55.946121,3805.47,South Gregory,legit,0
afd023b0-346e-4a83-a245-395feadf8385,user_1,2024-11-10 22:29:27.806557,3596.2,North Dean,legit,0
99de7605-6a41-444c-8a07-4fd194e48207,user_1,2025-03-05 11:23:23.549505,3446.12,North Robertbury,legit,0
80bd93a9-a42f-442f-bbf3-cb80e2d90821,user_1,2024-08-19 16:42:52.031947,2652.56,New Amystad,legit,0
2cfe7e92-50f8-4793-8307-42657baaf9d1,user_1,2024-06-10 13:27:45.810697,444.07,Raymondbury,legit,0
dacc97f4-8863-4e2c-91a3-031d824425a3,user_1,2024-10-27 15:45:07.246086,4599.65,Molinaborough,legit,0
2958cded-0a36-4f70-a37d-c998afd3df82,user_1,2024-11-16 10:24:00.619257,1257.01,Port Josephland,legit,0
538a159c-c134-4cf6-b8f7-8f8bd27d69b4,user_1,2024-07-09 22:24:38.597914,9223.73,South Brian,legit,0
91b15610-48d8-4a7a-aa45-feedd4fac280,user_1,2024-10-01 04:00:41.020366,797.21,Port Colleen,legit,0
4da8359d-c38e-41c0-a1fb-5c7a72df13b2,user_1,2024-11-09 09:59:31.930358,8295.75,Barronfort,mule,1
beb32fb9-6f88-4d2a-939c-e1ca14d39cb9,user_1,2025-03-24 06:37:25.592005,6189.01,Wardberg,legit,0
95d0edc6-2166-41a8-9edc-ec78c39c230c,user_1,2024-06-06 16:52:52.225174,8618.45,East Shelby,legit,0
2cb20af7-3529-48c9-842c-e098ac1d8b37,user_1,2025-01-13 04:02:34.294713,5777.75,Jeffreystad,legit,0
5117930b-3a17-4b61-a9a3-db2fa8ce565e,user_1,2025-01-23 15:53:43.106482,7048.67,North Elizabeth,legit,0
f0542dc4-8706-4411-aaca-a1d192041612,user_1,2024-11-19 08:05:59.025742,467.79,Christinaside,legit,0
0d0495ef-ae9c-4f73-811f-baf69ee98f40,user_2,2025-05-14 00:36:47.030789,2286.7,Williamsland,legit,0
bcd116b6-ff9f-46ab-94d6-b001388fe433,user_2,2025-01-26 00:46:06.768096,2900.99,West Madeline,legit,0
daba6d88-49ab-42a2-a616-c41a4d21afcf,user_2,2025-03-04 15:42:47.570020,807.12,West Bernard,legit,0
d8a30e81-bd94-44dc-8598-82072689cdb8,user_2,2024-07-21 14:00:25.844736,2335.58,Normanburgh,legit,0
a37d19ef-3903-4cf2-923c-85e1dc08838e,user_2,2024-09-12 12:55:34.860785,1019.0,Philipport,legit,0
146dc8c8-e042-4401-97fe-98c69226b78e,user_2,2025-03-03 23:12:21.216787,2786.96,Shaneview,legit,0
0fc33d78-00f9-4c74-bc0a-5047f64aa110,user_2,2025-03-05 12:37:24.799989,6360.49,New Karen,legit,0
c2990982-047a-46de-98c4-cacd2171437b,user_2,2025-02-11 04:37:36.313109,3654.67,Anthonyton,legit,0
552b0747-4acb-4845-8a46-8931516a286b,user_2,2024-06-13 20:29:21.776080,3708.11,Smithton,legit,0
cdb09337-8156-4913-a9b6-be407a41fab7,user_2,2024-06-22 14:46:43.123821,2102.98,West Deannashire,legit,0
296788e6-3afc-4af3-98f5-38f7e7a3aa91,user_2,2025-03-16 10:23:10.842704,7021.18,Ronaldfurt,mule,1
bdb45e06-b321-4e99-a52b-091321f7c09c,user_2,2025-01-28 20:20:28.130507,6838.64,Bethborough,legit,0
7e163434-820e-42fd-8046-8e30427b7256,user_2,2024-08-18 05:18:15.882813,723.31,South Gary,legit,0
167a62f8-8f7f-4b2a-9c58-acb02bfa9741,user_2,2024-12-30 12:53:36.615691,6353.43,Lewisport,legit,0
eaef581a-e0c5-4753-97c1-808314c0c1da,user_2,2025-01-11 14:14:41.428601,5346.06,Travisport,legit,0
bdc37482-bbcd-4f8b-bbe8-c7dfdba440bd,user_2,2024-06-10 06:32:44.055181,2455.66,Hullside,legit,0
6f38dba6-fbc2-4a95-9c55-72fdfd6b06ce,user_2,2024-11-16 00:37:21.875193,4627.98,West Erin,legit,0
987db92b-4194-4509-86bb-59ab84e02f9a,user_2,2024-09-03 00:51:29.642581,2706.78,New Taylor,legit,0
4a1a847a-47cd-4a41-9641-50ef5cc2c942,user_2,2025-05-27 08:29:29.734421,9254.66,Hillberg,legit,0
26ad3c40-a3d9-40d9-a4b5-2513f4c9d146,user_2,2024-11-21 07:19:02.044777,6884.74,Lake Jamieberg,legit,0
596a0d65-fe43-4466-aa9a-692803893685,user_3,2025-05-26 06:42:19.831486,2203.96,East Brendan,legit,0
f00cbb32-69cd-4d12-a344-bd98c0f064ae,user_3,2024-10-12 09:51:54.384660,3249.58,Dustintown,legit,0
cf85cb33-f7c3-406d-a2b0-6e25163d5a3f,user_3,2024-11-02 09:39:14.487279,7685.45,Mitchellchester,legit,0
b3155279-e447-4f4f-8768-fb131560490e,user_3,2024-07-28 02:50:30.190284,568.82,Andrewchester,legit,0
39461082-ce01-4975-8944-01e162f5479f,user_3,2024-09-01 18:23:38.802909,8219.81,South Evan,legit,0
10d56ab5-7dfe-4854-8fb4-c7de1323ade7,user_3,2024-08-08 13:22:52.120207,8052.41,Louisburgh,legit,0
26eecb19-7a82-44d4-bceb-4aadbe918ccc,user_3,2025-05-19 01:35:12.614553,4017.64,Keithberg,legit,0
ff5246ae-bbac-4c4e-99b2-8004217785f5,user_3,2024-12-19 05:01:29.105104,671.22,Bowersmouth,legit,0
0892e81a-a979-4235-8cb6-a6ac0423b215,user_3,2024-11-11 07:01:55.657266,9132.23,Lake Vickie,legit,0
4ef48e86-1065-4e54-83cb-0736454f3720,user_3,2024-06-08 07:30:52.766537,2134.14,North Cheryl,mule,1
269c0b7b-f2ae-4c6e-9a14-ee790a2771f6,user_3,2024-06-15 12:29:55.769996,4997.32,Freemanborough,legit,0
538e930d-db2e-4e4f-b5ba-91d2f622ed89,user_3,2024-11-16 01:54:22.972464,8847.98,North Ernest,legit,0
518329eb-94fb-4cbb-bee2-2796c71b46c5,user_3,2025-05-14 22:03:08.422818,6432.09,Kimberlyview,legit,0
37ff84b9-dad1-4407-9ad6-6983db241026,user_3,2025-02-22 05:33:10.938791,1437.29,Kellermouth,legit,0
877569a0-cedd-481a-8e98-eefad2f386b8,user_3,2025-05-18 09:53:25.833010,1404.91,Andrewfort,legit,0
c6617979-6c84-47ad-bf03-60cb7ce10683,user_3,2024-12-26 11:34:10.221925,7452.44,Hernandezshire,legit,0
3f3d5072-22b0-4f94-8f3c-c3376d94879f,user_3,2024-05-31 13:03:28.510007,5394.38,Port Markport,legit,0
80692c82-7fc5-4406-97c3-e664bfdd36c0,user_3,2025-02-23 15:28:09.894955,7472.67,New Darren,legit,0
58a0e91b-acbf-40e7-891b-7612cf72600a,user_3,2024-12-28 13:26:50.399345,4290.05,Hensonmouth,legit,0
8a58586a-c07a-4d55-94ab-12644dea286a,user_3,2024-06-30 20:46:18.662751,5839.49,New Elizabethmouth,legit,0
22de9eff-d542-4cbb-9734-f9e65e844a3b,user_4,2025-04-29 11:49:51.356480,3626.34,Clarkshire,legit,0
708b7b14-180c-4ae0-ae12-ce819faa8a06,user_4,2024-09-18 16:50:48.663979,9973.28,Owenland,legit,0
ab587050-ca23-49ba-bec1-10d83b0efac9,user_4,2025-03-06 07:44:31.234738,1391.93,Amandatown,legit,0
6bbcfc13-ae89-4f3b-817b-a36f3f1b8183,user_4,2024-11-20 08:58:24.955758,4940.22,South James,legit,0
81b08418-c681-48e4-8146-e20c87ebf4da,user_4,2024-12-01 19:13:40.319784,7560.26,Pittsmouth,legit,0
007df079-d851-4ed9-b023-03398af1907f,user_4,2024-09-18 17:28:37.466475,8612.42,West Karen,legit,0
77284993-a5bb-4a97-b4ee-2c83cba307cd,user_4,2024-09-04 14:13:25.752404,1536.88,East Madison,legit,0
1a17fd3d-7364-477f-842a-296cea0f0c7b,user_4,2025-05-19 10:43:35.081845,1608.22,South Eileentown,legit,0
bb8c814e-ccec-49fc-a3ff-6ed0692f8a04,user_4,2025-01-28 03:35:17.127737,6808.01,New Duanebury,legit,0
e0960343-30a3-4ba6-aefb-e98510b4553d,user_4,2024-10-27 02:50:24.748038,5968.13,Goodwinfort,legit,0
0c9866b5-bf52-4992-9856-9563637bae48,user_4,2024-06-14 11:47:51.012260,3853.83,Fosterview,legit,0
ecd4e26e-cc4d-417d-a962-da3b4411a959,user_4,2025-02-04 02:35:06.282664,5962.93,South Alexis,legit,0
8802b8a0-e149-44bc-af45-f31b4f944fba,user_4,2024-12-06 11:04:09.110961,4685.82,Lake Brianmouth,legit,0
f0b2707b-d17f-4820-aed0-caa9ba586f31,user_4,2024-12-18 20:00:54.338871,2521.63,Ellisville,legit,0
697e27f9-aabe-4d04-b6d1-feee3abf0b35,user_4,2025-04-17 02:17:18.865859,5536.73,Johnsonstad,legit,0
f70606e8-9343-4d54-aa09-df0a30e479cc,user_4,2024-11-20 09:38:24.270386,9424.88,North Gary,legit,0
5f524dfa-2231-4d31-94c9-4d2880d74fb1,user_4,2024-06-12 01:19:45.917323,6806.03,Huffmanborough,legit,0
bb06c141-b52f-47db-b890-ee24394b59bf,user_4,2024-08-10 03:11:59.156842,1154.37,New Dustinhaven,legit,0
49ce6b75-d78d-4d31-ae8c-631faa2a7ce1,user_4,2024-07-05 12:04:53.482777,8849.04,Fernandezland,legit,0
14c3a9f6-1f23-4654-aa47-83a60cc2ace7,user_4,2024-09-18 11:32:58.309975,7511.27,Elliottstad,legit,0
e61276bd-ae38-447f-bfaa-fbb4301fec9e,user_5,2024-06-30 22:48:09.723230,7688.3,New Tammymouth,legit,0
27071efa-10c1-4ad9-a8a2-bd3f7d8705a0,user_5,2024-08-27 20:44:37.804124,3408.35,Sellersbury,legit,0
b4002d02-53e3-4b2f-b6fe-a5cd6d6d0954,user_5,2025-05-02 06:43:29.674676,2942.07,North Lisaberg,legit,0
073713b6-dd76-4e53-9240-68524027cf41,user_5,2025-01-15 02:12:27.135659,1590.0,New Andrewchester,legit,0
8c9111bf-810f-4180-9761-a3da1c85ce5e,user_5,2025-04-07 01:50:33.561125,42.42,South Nicholashaven,legit,0
249d197d-7913-430c-8f33-b577b234ce92,user_5,2024-08-15 06:36:11.870458,7223.7,Lake Jennifer,legit,0
2ea501c0-cb1d-4753-bfec-18801360af37,user_5,2024-08-06 19:44:36.041749,7199.61,South Lisa,legit,0
9ed807ca-9469-454c-aead-e9ad8c625a7f,user_5,2024-10-09 05:09:08.914016,9719.16,Karentown,legit,0
0d372178-0c17-4dc9-adeb-2760c7a1b0ad,user_5,2024-09-05 03:21:17.129483,7622.0,Franciston,legit,0
4155d687-0705-47e1-8980-0f98cb0f4371,user_5,2025-04-30 04:46:00.620574,5081.74,South Mike,legit,0
247c2006-efdf-4983-97b3-c1aafd6a8af1,user_5,2024-06-28 07:08:41.245481,1073.04,Cherylfort,legit,0
b6d4c670-ccab-4aa3-9145-d5a355bb0f27,user_5,2024-06-03 23:50:26.068930,6256.75,South Aaronton,legit,0
b0499258-5dd0-4ef7-9fd2-18850dee474f,user_5,2025-01-20 06:07:20.330744,8418.28,Robertsonburgh,legit,0
2145a0f9-d7bc-45fe-8fb4-c9ee95ebca92,user_5,2025-04-06 04:01:49.065529,5081.55,East Alyssashire,legit,0
643be228-0dc8-4648-9605-d1ee4edf2854,user_5,2024-12-24 05:16:47.084164,1997.12,East Jose,legit,0
1ba133ea-9781-4c1c-9072-c1e47d14de90,user_5,2024-06-03 01:39:28.027659,3745.4,West Karen,legit,0
0ce873f6-738a-4629-9268-c29d317c1f7f,user_5,2024-07-26 05:05:27.045099,1623.87,Port Douglasport,legit,0
5091c40e-4f32-441b-94a0-ca0bde499a06,user_5,2025-02-19 00:15:28.152323,9535.46,Hendersonton,legit,0
ccbdedcc-5a1c-4651-8688-ad6a4714b714,user_5,2024-08-15 13:18:41.724282,9225.12,Aaronhaven,legit,0
b6930669-8cdf-4d13-b5dd-7102824f4373,user_5,2024-10-19 01:01:55.661802,9185.75,Nunezport,legit,0
db669969-e9f5-4615-aad7-439516daf40e,user_6,2025-01-30 07:37:28.814890,5993.46,South Brianna,legit,0
0297e434-fa53-48af-b90c-8dd411af1139,user_6,2024-11-21 20:21:58.124770,4891.17,Robertborough,legit,0
77e5e3e3-23c6-4d1c-a37b-357411fc076e,user_6,2025-04-13 00:29:51.700198,1127.56,Thomaston,legit,0
ab24d313-ad61-4300-8d71-a9f5e4360b3c,user_6,2024-08-15 12:16:26.091955,3636.18,Port Michaelburgh,legit,0
f4da1cbe-5e82-4d2d-8b93-7399cc64e24a,user_6,2024-10-20 23:09:29.720846,9853.36,East Josephbury,legit,0
5fa7e857-d2db-4c93-9b50-4ba542676f71,user_6,2024-05-30 15:35:20.452020,8069.68,North Andrew,legit,0
3dccea58-14a9-4a6e-a9b8-52a814494177,user_6,2024-12-06 23:30:10.282449,2402.13,Greenemouth,legit,0
a0e5776a-f80a-41fe-84b2-495c8243ef7a,user_6,2025-02-24 06:16:29.314279,2416.31,Seanton,legit,0
79cc527f-5859-451b-91ae-65b60de15eca,user_6,2024-06-30 16:26:47.603712,5677.9,Jamesmouth,legit,0
6b9afad8-52c8-4dc1-b634-cc19a8465b74,user_6,2025-01-03 20:31:37.671462,796.78,East Jonathon,legit,0
40436be4-6159-431a-bbba-7bfc7a1df31c,user_6,2024-07-29 00:06:59.789992,7321.76,Gilmorefort,legit,0
3a597a50-9b23-4b4d-96f1-05fca9e6a86d,user_6,2025-05-02 14:19:15.891214,8162.07,Jessicaberg,legit,0
36ad96ad-2b1d-48e6-8574-f0c17ed04d6b,user_6,2024-12-11 04:46:20.442558,9780.07,North Andrea,legit,0
92cfa738-1128-4c52-95bf-3e9352f89f1c,user_6,2024-11-06 05:43:40.324142,5331.73,North John,legit,0
a1f8e05e-b38d-4569-b00e-02222ae82f0e,user_6,2024-08-29 05:32:12.556032,1266.35,Jamesland,legit,0
f290e7f5-17af-42f5-9478-07ac7b39c8c8,user_6,2024-12-08 07:20:14.866104,6600.91,Phillipmouth,legit,0
0ee8b5e5-47c1-40bb-b631-dc770932a6fe,user_6,2025-02-22 22:14:06.685211,9469.02,Michelleland,legit,0
f09c9b14-b936-42c7-9db2-868ba0b86cb2,user_6,2024-09-24 03:46:59.720906,1659.62,Wagnerhaven,legit,0
718f8fc0-6de5-47d5-8557-f495ddec436f,user_6,2025-01-31 03:53:21.721992,5281.46,Lake Haley,legit,0
c298fc28-0b9f-4111-84d3-93d203e1e913,user_6,2025-04-13 00:46:07.706026,9643.99,East Lisaside,legit,0
5cf5bfb0-049f-4468-8d27-c775a83f1dc6,user_7,2024-12-21 10:02:45.756696,7132.36,Stevenmouth,scam,1
677c3bd3-ae1f-45b8-9730-4210d611b334,user_7,2025-05-19 17:49:17.091134,3995.93,Montgomerybury,legit,0
8fdf95fe-318e-4d65-8f3e-86e04bdd7d52,user_7,2025-05-18 10:03:26.116566,6720.15,Hunterville,legit,0
b385de2b-973d-4120-94b3-9dbfc253f31a,user_7,2025-02-02 21:17:20.052675,3740.47,South Theresaview,legit,0
d209b395-d8dc-4410-987e-7b0061074683,user_7,2025-05-23 20:38:07.560289,8997.14,South Taylor,legit,0
00dfe994-30af-456a-8c78-b71ecc700020,user_7,2024-12-01 00:45:06.993394,4520.35,Haleybury,legit,0
f687b110-5991-4f59-8dfb-d9db968bbf42,user_7,2024-11-21 21:16:16.139230,2486.58,Christensenland,legit,0
a479dac5-c89a-47bd-a1dd-c476613eecf0,user_7,2025-03-08 07:43:38.622008,649.62,West Todd,legit,0
5fecd244-7c8a-4e35-b419-07ce2b62270e,user_7,2024-06-07 03:10:17.482198,220.13,Lake Cody,legit,0
51208a75-398b-4b88-886d-cbe3f0a7b230,user_7,2024-10-05 17:34:01.297615,5543.68,Susanstad,legit,0
a8ff5aab-14b7-46f3-8a23-7d53c79fbb6b,user_7,2025-03-13 02:04:12.007974,5888.52,Jacksonchester,legit,0
843f6e5f-e7f0-4e7c-a7cf-3aaf18b84798,user_7,2024-10-13 07:26:12.482438,81.84,Port Sarah,legit,0
41f99a57-6721-46ea-a4d4-404004b942af,user_7,2024-09-13 00:39:58.697942,7081.33,New Jasonfurt,legit,0
410588dd-824c-4b9f-a06b-4410f01105d3,user_7,2024-12-23 02:56:49.547211,598.15,New Jamesborough,legit,0
7855da13-c75b-4700-bbc0-9d1121f5841f,user_7,2024-09-15 18:48:26.562372,9055.15,Lake Lauren,money_laundering,1
e4c73cf7-e7f9-4a11-af07-8b24ff3c9c2c,user_7,2024-06-27 11:35:30.326865,8597.76,South Richard,legit,0
432da008-870c-404f-99c2-b3d8eff2369e,user_7,2025-02-07 11:08:03.680581,717.86,New Melissaburgh,legit,0
20c48801-7156-495c-a228-f55e49e075ad,user_7,2025-03-03 20:55:53.766960,2387.67,Smithton,legit,0
5ead3801-f719-4d53-a943-95451b7f23a5,user_7,2024-07-11 02:09:00.968053,6693.09,Jorgefurt,legit,0
41c99940-edcf-4f50-aca2-a7d7c3b3f4a6,user_7,2025-02-11 23:22:26.578758,2150.23,Branchmouth,legit,0
7048013d-7c62-4083-935b-f4cbde890088,user_8,2024-10-13 09:53:06.368018,1331.8,Freymouth,legit,0
08591e9d-711b-4402-a834-9868b3dda016,user_8,2025-01-07 14:59:49.499497,9355.79,Charlesland,legit,0
264664af-e590-4da4-986c-7ff2c045e425,user_8,2025-02-05 01:48:29.454810,5714.72,Rangelview,legit,0
2ec93663-ddd1-4d7a-8ffa-1fd7f47f51a1,user_8,2024-07-27 16:32:52.173909,4731.98,Paulberg,legit,0
ddd45e53-4f2d-4bb1-b5ed-7893d90ea5fb,user_8,2025-01-10 03:14:22.581757,7848.35,East Tammymouth,legit,0
919a00b3-d796-403d-921b-6566e627461f,user_8,2025-05-20 18:41:35.023869,8076.9,Mccormickville,legit,0
b7364307-e62b-4295-b4b0-b1fc54d2489a,user_8,2025-05-30 04:12:26.069208,1912.2,Rhondahaven,legit,0
29b94668-61e4-48c5-b951-917d9751fdc2,user_8,2024-09-20 06:56:36.729101,978.34,Port Kathleen,legit,0
acd982ea-4f0b-42fe-88a4-07870e713b8e,user_8,2025-05-17 18:10:18.782072,4316.2,North Paul,legit,0
54bb0701-ce92-42da-a36a-2b80781213fa,user_8,2024-10-25 09:20:10.345848,4241.55,Flynnmouth,legit,0
9e15faec-c578-4ea4-bda1-df5c69d4adcb,user_8,2024-10-17 05:27:57.568191,4675.58,East Alexandermouth,legit,0
7126a4a6-62f5-4bc2-9944-c5d2bc3fb7a2,user_8,2024-10-26 19:14:36.127269,7293.47,North Aaron,legit,0
342b3a09-8e50-4a88-96c9-e727a7cbd2cf,user_8,2024-12-19 18:20:21.109548,6736.91,East Kathychester,legit,0
6cd9e896-7277-4314-990f-b2b393f0b5a5,user_8,2024-06-27 17:09:24.874257,9841.81,South Matthew,legit,0
cc99cd47-3590-4ab6-a471-93a80cda0ec0,user_8,2024-12-19 11:42:58.496386,993.19,Thomasshire,legit,0
4c286756-4900-4bac-ae07-a6d6d336dd9b,user_8,2024-08-29 21:37:21.463131,4032.19,Heidiside,legit,0
739742cf-7dfd-4df3-ab34-7ac60dbdbf50,user_8,2024-09-09 16:07:46.441327,3399.63,Karlmouth,legit,0
590478c1-c07a-4e16-b018-f698bb09180d,user_8,2024-12-09 00:17:43.157693,8618.11,West Michael,legit,0
7450a58e-5fdc-4a3a-b7fa-1dc3a33df3b9,user_8,2024-10-23 21:38:57.902331,2494.08,Lake Christianmouth,legit,0
383ec332-a9c2-409a-ac0f-b0cda9bdaced,user_8,2025-05-29 23:42:30.407310,1910.19,Port James,legit,0
b6800bd8-f536-45ba-b228-c22b5c53ab3a,user_9,2025-04-04 16:46:02.866206,4491.65,Jeffersonmouth,legit,0
5b49295d-425b-42a1-bfbe-d8225b5def7a,user_9,2024-10-04 23:19:26.277640,4224.6,North Justinland,legit,0
e8c3f05d-3b8f-418a-a7bd-f94d99c73e2c,user_9,2024-08-18 16:40:41.812738,2792.67,New Amandabury,legit,0
e5ba8c23-277e-4622-8536-ff887f61bb19,user_9,2024-08-25 14:08:44.271346,2505.57,East Lindseymouth,legit,0
cbd8859b-2783-4832-9887-a61f7ab70cb8,user_9,2024-06-28 12:10:26.041831,9233.42,Port Tammyburgh,legit,0
11af9b4d-7680-47d2-b88c-0681f224eb41,user_9,2025-04-24 11:17:33.847288,4436.88,Port Marcusburgh,legit,0
fec496db-83bc-4791-b30d-f53eebfbd360,user_9,2025-03-23 19:41:01.388603,8614.88,Fordfurt,legit,0
6604857b-8e66-465c-b4f2-9c8b1386eb77,user_9,2024-06-16 06:18:48.463404,5507.75,Reyesburgh,legit,0
01947a69-d644-4b1d-b04a-02f43de04acf,user_9,2025-01-03 18:41:08.845953,515.38,Johnberg,legit,0
46c8a96d-5cfb-48c8-a777-422086568025,user_9,2025-04-28 01:37:50.275322,9992.83,Wilkinsonville,legit,0
3491c951-aaba-43d1-a251-61c067a20d82,user_9,2024-06-16 04:49:56.803091,8361.92,Martinmouth,legit,0
ecf2bb77-fcef-4333-8d4e-d7bf919256d9,user_9,2024-06-20 12:36:54.126804,9690.27,Robertoville,legit,0
4768e574-4c58-46eb-acc4-711d6c37193a,user_9,2024-10-16 13:36:09.310278,9264.41,East Scottfort,legit,0
fe868f1b-560d-47da-91db-f23074f7cba3,user_9,2024-08-09 22:01:01.214278,8488.47,Lake Jose,legit,0
a5f2f880-a840-42c5-ac8c-8408fbb5d3da,user_9,2025-05-13 23:22:15.609818,1671.45,West Dorothyland,legit,0
83e85491-d7d4-4be5-a802-1c93db0887d1,user_9,2024-08-24 04:37:15.835886,4861.55,Colemanmouth,legit,0
38dbf68d-bc36-4932-aa42-8a2818c16468,user_9,2024-11-11 15:29:23.561748,2145.34,Port Melissa,legit,0
ea197691-8de4-4dbe-b512-cfd819c4340a,user_9,2024-07-31 13:30:57.869622,4016.39,Kimberlymouth,legit,0
1529df8d-c34f-489a-a4bb-f2e54d9b9cba,user_9,2025-05-02 11:46:56.805866,595.77,East Phyllisside,legit,0
8ce2da95-bbd0-4798-86fa-7eea55082fd1,user_9,2024-06-15 21:06:31.083411,3795.94,Jeremymouth,legit,0
e0c6c0f8-8d84-4928-a257-eb9dbf2f802c,user_10,2025-02-08 04:01:28.181058,9853.24,West Isabel,legit,0
1d1b2e70-c444-49b1-8c0b-ffa7111a20c0,user_10,2024-12-25 09:10:26.388533,2659.38,Whitakerstad,legit,0
e1f5064f-6824-4c5e-bc3d-5c26ff0b14c3,user_10,2025-01-30 18:05:02.935359,7842.87,Richardtown,legit,0
bb4ee8db-2110-44cb-af5c-6cb6f7da21e1,user_10,2024-10-08 22:42:03.625396,4555.53,New Carlaview,legit,0
49db2289-9b43-4f06-8501-06746ebaf144,user_10,2025-03-12 16:06:18.316972,4235.84,Kinghaven,legit,0
77247892-ba7d-4abd-9aa0-7e42546d68b9,user_10,2024-11-06 17:01:41.272347,9573.6,North Andrew,legit,0
52eb26c5-bd9e-46c0-a91a-83373ab22a66,user_10,2024-08-06 16:43:07.491003,9954.27,Lake Donaldton,legit,0
6725f238-4d79-4700-bf2d-4d11551d8e15,user_10,2025-01-06 19:37:01.510302,5562.13,Joshuashire,legit,0
f5473809-eb92-4ed9-95d1-d98c30cd6f2e,user_10,2024-12-17 07:20:45.561954,7186.9,East Coryside,legit,0
e89f6f2d-4ca0-4cde-828c-e8e49bc1f12d,user_10,2024-09-03 06:02:13.705281,1556.42,Whitemouth,legit,0
6c2e09ef-264a-4076-b453-71c0b6b56e7e,user_10,2025-03-31 16:28:23.018732,2974.11,Brittneytown,legit,0
678c6fcb-c2fe-4697-af17-67c5ace16dcd,user_10,2024-10-14 16:06:42.625349,9687.41,Denniston,legit,0
42a752b6-cf50-4925-b24e-7b998dc5e55a,user_10,2024-09-18 19:46:10.990919,5796.01,East Sandra,legit,0
c319dead-4b50-46d4-8081-7867ab35903c,user_10,2025-02-03 08:30:25.318056,5426.53,North Amy,legit,0
b383414e-825c-49c7-8238-80ae593a8212,user_10,2025-04-11 22:11:34.361280,7482.28,New Jennifer,legit,0
962dbedd-7cb1-418e-9e54-c19ad414a976,user_10,2024-06-18 07:54:19.826085,581.08,Amberberg,legit,0
2cb2023a-59c4-4a1a-8b6a-8acda5f0873d,user_10,2024-07-03 03:55:50.940349,5845.93,Martinport,legit,0
8553ac3a-c92d-4880-912a-a9e8dc610a02,user_10,2025-03-24 07:58:30.050392,5033.48,Lake Kaitlyn,legit,0
