transaction_id,timestamp,sender_id,receiver_id,amount,currency,channel,location,user_type,fraud_flag,is_fraud,adversary_type
14c37a04-0a75-4378-b51c-3e8edb0e75df,2023-02-19 18:58:47,user_62,user_80,596.56,SGD,atm,TH,individual,0,0,legit
55a586ce-0fdf-40f1-a140-281052f6dea8,2023-01-31 16:19:16,user_99,user_46,89.5,IDR,branch,SG,business,0,0,legit
c31d619e-5136-427f-8434-6ed0e84be4c8,2023-01-10 12:03:23,user_74,user_72,544.46,USD,online,PH,individual,1,1,scam
f15407cd-a925-453c-b3f6-6baa5d84ab4d,2023-01-05 17:31:08,user_10,user_46,542.88,USD,online,TH,individual,1,1,scam
ef553552-2011-4c07-b2a9-f6270a1d5da0,2023-01-01 12:09:18,user_1,user_13,505.66,IDR,online,TH,individual,1,1,scam
f4096e07-0da0-4b92-9d2d-9692b0f83138,2023-01-04 17:58:02,user_52,user_97,446.73,IDR,online,SG,individual,1,1,scam
fcecb234-514c-40ad-961b-ec7e3d7d9a94,2023-02-28 10:07:38,user_23,user_74,162.08,USD,branch,TH,individual,0,0,legit
4f0ef1c1-8618-4455-9524-0a3171091104,2023-03-22 18:07:19,user_63,user_23,9708.17,USD,branch,PH,business,1,1,money_laundering
8bd4a195-a6f8-4626-8883-4726e7a48267,2023-02-14 10:54:11,user_3,user_5,46.96,USD,online,ID,business,0,0,legit
0682a320-d48c-46d6-add8-3f76b25d7a50,2023-01-19 19:42:36,user_87,user_25,963.45,SGD,online,ID,individual,1,1,money_mule
af80ebf8-b7ef-4382-b3e6-0db6674dda98,2023-03-02 08:35:47,user_46,user_12,352.26,IDR,atm,PH,business,0,0,legit
d813e50b-c8b3-4394-b75f-1e414dac35e3,2023-01-23 23:39:00,user_47,user_23,1052.21,USD,online,TH,individual,1,1,money_mule
95612972-71e1-4b9d-b5ca-263feee8e442,2023-03-24 17:54:54,user_13,user_18,9219.21,USD,branch,PH,business,1,1,money_laundering
5130fa1d-39bc-417b-8e3e-9f206ec99010,2023-01-02 22:46:08,user_78,user_84,1016.68,USD,online,TH,individual,1,1,money_mule
287f0e8a-d321-48ab-a470-a8769736d628,2023-02-07 19:51:56,user_23,user_87,115.72,IDR,online,TH,individual,0,0,legit
e685c1e0-4219-4616-8394-e2c5293b3895,2023-02-24 22:41:30,user_23,user_58,9860.12,USD,branch,PH,business,1,1,money_laundering
d9b0b2da-815a-49bf-b461-4e9a3ca6eac3,2023-02-17 06:37:20,user_50,user_48,9540.01,USD,branch,PH,business,1,1,money_laundering
b18721b5-20e4-4afb-9476-3c5d411aa867,2023-01-20 09:46:20,user_63,user_18,168.11,SGD,online,TH,business,0,0,legit
6ad920d5-0ef5-4d6a-90df-a060bd15243c,2023-01-28 10:27:44,user_33,user_6,9610.98,USD,branch,ID,business,1,1,money_laundering
c0cf56e1-161b-4594-912e-1e4f68d1de0f,2023-01-04 08:15:43,user_92,user_95,508.84,SGD,online,TH,individual,1,1,scam
e015055b-f785-41bc-b5b7-8b76c061cf0e,2023-01-07 13:24:25,user_78,user_23,490.11,USD,online,TH,individual,1,1,scam
92825875-73e2-4cd7-9ed7-b4d22f30d2ee,2023-01-29 18:49:00,user_73,user_86,1033.48,IDR,online,MY,individual,1,1,money_mule
577164a9-b081-43c4-ad1f-db4fd28e77c2,2023-03-20 16:29:54,user_5,user_13,9492.28,USD,branch,SG,business,1,1,money_laundering
4dc83778-f5f0-4f16-b277-542c01718246,2023-01-21 17:33:45,user_49,user_8,9626.22,USD,branch,ID,business,1,1,money_laundering
796dc90a-eea7-414f-9fbc-6dd93c17742c,2023-01-04 05:19:23,user_54,user_2,523.84,IDR,online,MY,individual,1,1,scam
d1c65274-1af7-4f6e-9d57-d246d5fdc281,2023-01-13 23:56:22,user_76,user_77,949.6,USD,online,PH,individual,1,1,money_mule
488096da-751f-4886-a503-10aa0a81e783,2023-01-04 13:27:29,user_47,user_84,462.72,SGD,online,PH,individual,1,1,scam
ae563f86-be45-4bc1-807a-d0c95a3fdc41,2023-01-10 16:45:39,user_42,user_38,561.54,USD,online,SG,individual,1,1,scam
e772bd9b-e197-4a45-a1d3-2f2fac1d99d7,2023-01-16 15:51:44,user_75,user_51,373.63,IDR,online,TH,business,0,0,legit
deec078b-e20c-42a6-be00-d1c8f766b46b,2023-01-08 22:08:31,user_82,user_24,9692.63,USD,branch,PH,business,1,1,money_laundering
517f0117-5296-4ab6-8ef3-14d0c62d414e,2023-01-30 15:14:22,user_51,user_49,967.67,IDR,online,SG,individual,1,1,money_mule
2432eb0f-2428-4d8a-b147-eb1e24ef9455,2023-01-03 21:55:24,user_70,user_27,618.77,IDR,online,ID,individual,1,1,scam
25909f1b-aa48-4831-b44b-9fa71cea6878,2023-01-06 06:53:39,user_85,user_60,380.41,IDR,online,TH,individual,1,1,scam
04ff6b41-1fde-420b-8d61-9bb50a1eb192,2023-01-19 10:18:48,user_73,user_31,9397.59,USD,branch,MY,business,1,1,money_laundering
b21d5a65-8bd8-491a-9780-bdfd7a6a191e,2023-03-20 08:01:50,user_8,user_25,9578.68,USD,branch,TH,business,1,1,money_laundering
481185fa-9ff8-4d17-8b35-f83e98590075,2023-01-17 03:01:51,user_13,user_33,953.84,IDR,online,MY,individual,1,1,money_mule
804fb2aa-988d-458b-bf78-07aaea1bab91,2023-01-08 22:52:39,user_34,user_76,421.4,IDR,online,SG,individual,1,1,scam
ea2db903-72c0-4e64-a34b-605fe7742216,2023-01-29 09:43:15,user_42,user_38,425.45,IDR,branch,PH,individual,0,0,legit
5054f744-9ece-4e14-84e7-d6b605f6ccf1,2023-01-30 15:51:31,user_93,user_75,303.52,USD,atm,MY,individual,0,0,legit
9f48c198-2e62-4842-a52b-5fd8808bbf68,2023-01-23 20:14:11,user_59,user_90,9393.86,USD,branch,PH,business,1,1,money_laundering
721949f3-7b41-45a0-bd4f-f4d88bc1742b,2023-01-14 04:26:55,user_32,user_62,9101.42,USD,branch,TH,business,1,1,money_laundering
8817be1a-1739-4ba4-bdde-6e8ef7fc1b29,2023-01-27 14:50:24,user_42,user_69,19.7,USD,atm,SG,individual,0,0,legit
821607d2-3d56-4522-8803-bf5b78015d9d,2023-02-02 08:09:51,user_15,user_25,208.86,SGD,online,TH,individual,0,0,legit
f1897f53-75e7-4224-afbf-af21462f624b,2023-01-06 13:42:12,user_76,user_45,477.87,USD,online,MY,individual,1,1,scam
16b8f615-13fc-4b4e-a280-de53b2dbcc48,2023-01-14 05:26:53,user_18,user_72,950.71,IDR,online,PH,individual,1,1,money_mule
faa268ae-9d77-4fe0-affb-7c1856cf9d10,2023-02-05 05:08:32,user_96,user_53,9873.42,USD,branch,MY,business,1,1,money_laundering
2b58208a-5945-47c1-aad9-dca8275c3dbe,2023-01-11 18:42:37,user_10,user_12,1093.84,SGD,online,PH,individual,1,1,money_mule
cd1b915f-1959-4195-ab75-06649b30c13e,2023-02-13 14:25:10,user_92,user_72,9968.88,USD,branch,PH,business,1,1,money_laundering
16c477ce-da19-45eb-b154-6073b97ac30f,2023-01-16 12:43:43,user_11,user_26,9623.59,USD,branch,ID,business,1,1,money_laundering
55cd5da4-faec-4643-bd74-f4d05ed77f6b,2023-01-09 14:20:12,user_12,user_16,516.85,USD,online,PH,individual,1,1,scam
837deace-7015-4a7e-8428-27c2b0dcdaec,2023-02-11 16:30:09,user_88,user_3,9323.37,USD,branch,SG,business,1,1,money_laundering
eec8ed20-3869-4cf5-8a82-724bbbdad7fc,2023-02-12 17:45:44,user_2,user_0,22.15,IDR,branch,TH,individual,0,0,legit
8f4806e3-3232-4558-954d-5063569632ba,2023-01-03 01:21:17,user_38,user_63,215.29,SGD,online,MY,individual,0,0,legit
becee12c-2ab3-4bd1-ab81-9f842c668aba,2023-03-04 07:18:22,user_78,user_50,9871.78,USD,branch,MY,business,1,1,money_laundering
40be39dc-3fe5-4e5c-910e-36403e154e6b,2023-02-09 09:07:30,user_86,user_96,301.15,IDR,branch,MY,individual,0,0,legit
b1ba32d2-a991-448f-ac82-df023dba1832,2023-02-06 15:09:15,user_88,user_98,9210.66,USD,branch,TH,business,1,1,money_laundering
0a729438-1f3c-4d2b-9a42-b0b6c31c1151,2023-01-09 19:41:22,user_36,user_27,557.93,SGD,online,PH,individual,1,1,scam
1556b3e8-67b9-416f-b3e5-2b4a46cfd935,2023-01-05 00:18:38,user_98,user_38,454.68,USD,online,ID,individual,1,1,scam
a7d98cd0-eb89-44c3-9a00-fb55e4f62ffe,2023-01-11 09:02:30,user_87,user_89,338.49,IDR,online,MY,individual,1,1,scam
38085fd9-6d11-4f21-a814-67a753df1d63,2023-01-21 09:03:33,user_28,user_88,970.38,USD,online,ID,individual,1,1,money_mule
bd463e4b-f544-4ab6-9f98-e14406b35ba4,2023-03-18 04:15:15,user_96,user_39,9445.9,USD,branch,ID,business,1,1,money_laundering
37c60a4e-14f4-4768-864f-d72d50a238e8,2023-01-28 09:59:45,user_56,user_52,9695.14,USD,branch,ID,business,1,1,money_laundering
d3164aaf-8b49-44f8-a2e6-ad4c65746e47,2023-01-02 10:30:52,user_57,user_48,9051.97,USD,branch,ID,business,1,1,money_laundering
d0f7df64-4441-4e9a-bbc2-d15835e55dfc,2023-02-01 18:53:07,user_68,user_50,9708.36,USD,branch,SG,business,1,1,money_laundering
b41e4de6-b2dd-4330-a111-89401b14f7cf,2023-02-28 14:06:41,user_91,user_66,9082.38,USD,branch,SG,business,1,1,money_laundering
cc327144-f4e4-4d96-9a7b-fbf95065192c,2023-01-24 23:11:12,user_94,user_35,999.18,SGD,online,MY,individual,1,1,money_mule
1acb467e-4e6b-47c9-8fbc-f74c652805ed,2023-02-19 07:33:35,user_57,user_39,62.52,USD,atm,SG,individual,0,0,legit
29179e2b-7eb2-4e74-a10b-8e1a64f80dfd,2023-01-01 18:49:06,user_98,user_47,1067.78,IDR,online,PH,individual,1,1,money_mule
eb14534d-30e9-46b8-aa84-3673c14f1b97,2023-03-31 13:28:07,user_70,user_21,9900.7,USD,branch,TH,business,1,1,money_laundering
083fb576-9bd7-40c6-a183-e643b4b95fa6,2023-02-19 22:24:44,user_73,user_57,9200.52,USD,branch,MY,business,1,1,money_laundering
b37b9709-183a-4ce4-87f6-84b71350cb02,2023-01-17 22:21:56,user_72,user_63,9300.96,USD,branch,PH,business,1,1,money_laundering
6fc7d808-097d-42e1-b426-ef94775d4126,2023-01-31 17:48:44,user_49,user_8,9257.68,USD,branch,PH,business,1,1,money_laundering
a78e555a-617c-4791-b11e-b706338b29f9,2023-01-18 02:02:08,user_97,user_28,1061.89,IDR,online,TH,individual,1,1,money_mule
60e8deb0-3ebf-4ba9-abc1-d17b17a909e3,2023-01-09 10:14:59,user_38,user_30,898.04,SGD,online,SG,individual,1,1,money_mule
7f76b748-f18e-42cc-bb86-32f30d895b57,2023-01-11 21:58:23,user_16,user_45,499.39,IDR,online,SG,individual,1,1,scam
7faed144-9284-4d37-9400-e962d15d8753,2023-01-09 00:39:08,user_0,user_50,547.47,SGD,online,SG,individual,1,1,scam
9d64e01b-8f8f-47d4-97f1-8b37adf4d116,2023-01-22 16:53:39,user_51,user_60,9706.48,USD,branch,ID,business,1,1,money_laundering
8b215645-c244-43b2-92b3-7437ab927ed1,2023-01-01 13:45:14,user_45,user_92,1013.58,SGD,online,ID,individual,1,1,money_mule
775f0a60-bcd3-4833-bf19-9e7caf28d8fb,2023-01-23 05:38:10,user_5,user_19,1023.95,USD,online,PH,individual,1,1,money_mule
8383ff0d-057d-4c70-896e-110026c24244,2023-02-05 15:32:45,user_88,user_85,9081.63,USD,branch,ID,business,1,1,money_laundering
7bda0f65-7f56-456b-8880-d499113fb704,2023-01-27 01:58:33,user_28,user_58,1016.88,USD,online,PH,individual,1,1,money_mule
84a17bf5-a104-4989-84f6-8d104772a692,2023-01-02 15:31:08,user_92,user_59,614.86,USD,online,MY,individual,1,1,scam
58fc131a-17c9-4213-b884-8e917dbb414c,2023-01-02 03:21:31,user_7,user_54,338.64,SGD,online,TH,individual,1,1,scam
8845fe17-b71e-46c1-bfcc-6b67a79f9e7d,2023-01-08 12:17:59,user_48,user_60,656.15,IDR,online,PH,individual,1,1,scam
a73d5210-3ead-4ab2-9dbd-60a747bb8a37,2023-01-25 11:05:53,user_21,user_44,973.45,IDR,online,TH,individual,1,1,money_mule
cba2cc2d-d13f-443b-852c-a48781cb490f,2023-02-05 02:11:01,user_75,user_71,124.21,IDR,atm,SG,business,0,0,legit
3879c514-b6c6-409f-87e0-bb7708fe840d,2023-03-11 08:13:22,user_0,user_49,9719.2,USD,branch,TH,business,1,1,money_laundering
318ccbe5-c684-408a-85fc-dc6b85c2a481,2023-01-03 21:01:35,user_16,user_39,428.32,IDR,online,SG,individual,1,1,scam
b31aa666-a743-4da5-b186-4ff641a9a4d3,2023-03-29 04:26:37,user_68,user_30,9104.11,USD,branch,TH,business,1,1,money_laundering
beb15ce4-0c76-47a1-b25d-b50e38d3c388,2023-01-06 21:15:44,user_32,user_0,976.12,USD,online,TH,individual,1,1,money_mule
3d691c63-f26e-4c61-bdad-0d258a57b2c3,2023-01-03 08:51:10,user_17,user_5,377.57,SGD,online,MY,individual,1,1,scam
f8321cb0-a74c-4489-a703-7e76808a4f93,2023-01-20 21:25:39,user_54,user_39,232.53,IDR,branch,SG,individual,0,0,legit
556c70f0-00f6-4b1e-97c4-43985856eceb,2023-01-07 04:32:22,user_35,user_8,481.95,USD,online,SG,individual,1,1,scam
e5577f2f-e8c7-42a9-bc19-3f0807d5598e,2023-03-24 03:18:12,user_2,user_61,9617.14,USD,branch,ID,business,1,1,money_laundering
f74aee3c-598d-481f-aacf-3950313b1952,2023-01-25 04:02:18,user_67,user_46,1006.01,SGD,online,ID,individual,1,1,money_mule
bcc1108f-749e-47cc-8dd9-c0d8afdd386b,2023-01-21 07:28:44,user_88,user_40,1036.08,USD,online,ID,individual,1,1,money_mule
f865c6cd-9b32-4ad4-9a13-20013da9f6be,2023-02-14 18:06:51,user_47,user_66,286.36,USD,online,TH,individual,0,0,legit
eca2b546-ab59-4b51-9fcd-232397ba403c,2023-02-27 02:08:05,user_21,user_48,345.83,SGD,atm,ID,business,0,0,legit
94913093-69d8-4f6f-a93f-b2e8d7e277d2,2023-01-27 05:25:58,user_38,user_48,8.06,SGD,branch,TH,individual,0,0,legit
e6cecbd3-5cf4-4546-8990-4cf8a6bfc666,2023-01-10 02:05:02,user_45,user_42,356.17,SGD,online,SG,individual,1,1,scam
22fda80b-3e4a-45da-8838-c1ad4a41444a,2023-03-14 09:28:56,user_7,user_80,9087.87,USD,branch,TH,business,1,1,money_laundering
2d7b4568-ed04-4d86-ab1b-33d9eaa81acd,2023-01-07 22:01:18,user_31,user_67,514.09,USD,online,PH,individual,1,1,scam
d73434cf-53c1-445b-90b1-cb5280179ddd,2023-02-19 08:37:36,user_26,user_94,22.66,IDR,branch,ID,business,0,0,legit
5cc607e0-31cb-4cd0-aa7d-82a9ad6e7930,2023-01-07 16:25:05,user_21,user_32,212.77,SGD,online,PH,individual,1,1,scam
26747570-25b2-40ac-ad39-65ad7fd9d5f8,2023-01-20 05:18:32,user_56,user_5,968.84,SGD,online,MY,individual,1,1,money_mule
5f926a09-57ad-4406-b257-8e926f83e8e6,2023-01-14 19:38:06,user_96,user_93,66.82,IDR,online,ID,business,0,0,legit
a9aaf768-687d-4554-878b-b2754f43c97b,2023-01-06 10:03:08,user_74,user_15,1054.04,USD,online,MY,individual,1,1,money_mule
b8f574ca-4f41-4b5f-b18f-a5e18ba8a876,2023-01-06 10:21:44,user_45,user_41,1050.72,IDR,online,PH,individual,1,1,money_mule
f381afc3-9524-4527-9c07-902e5875d53d,2023-01-01 03:31:33,user_27,user_66,424.82,SGD,online,TH,individual,1,1,scam
2e79e003-8065-4709-9794-671d9f7904ed,2023-03-02 09:33:42,user_18,user_67,9936.21,USD,branch,TH,business,1,1,money_laundering
d63dc266-70d6-428d-8097-4f42846795e0,2023-04-01 23:03:41,user_0,user_80,9036.67,USD,branch,SG,business,1,1,money_laundering
aec6ea62-52cb-4dda-9501-e7b91c48548e,2023-02-14 17:20:02,user_82,user_91,158.48,USD,atm,SG,individual,0,0,legit
38c5e6ee-aee5-4364-9bab-ba3fc72e3563,2023-01-29 04:52:16,user_43,user_62,1013.52,USD,online,MY,individual,1,1,money_mule
bd7b2a32-22dd-4dc6-b670-b59e7d596434,2023-01-21 10:37:28,user_10,user_60,1003.7,SGD,online,ID,individual,1,1,money_mule
09f05398-d2bd-45a2-98e5-05b74e53f043,2023-01-02 20:17:04,user_70,user_0,992.22,SGD,online,PH,individual,1,1,money_mule
e6b8798e-a449-4622-bc66-9b1b5b0f3156,2023-02-25 06:52:07,user_89,user_30,100.57,IDR,atm,MY,business,0,0,legit
239bc803-6746-4636-9b4a-d6891aaa2448,2023-01-05 03:15:59,user_50,user_89,550.78,SGD,online,MY,individual,1,1,scam
60c99df6-d63f-4b96-8214-b006ceaf0082,2023-01-16 16:16:20,user_10,user_48,907.96,IDR,online,ID,individual,1,1,money_mule
edbfed8b-f4bc-4bff-8a32-13945abe0795,2023-02-26 01:50:48,user_16,user_3,9983.98,USD,branch,TH,business,1,1,money_laundering
9e01f270-b2e2-4ca5-a9ad-d689caef89fb,2023-01-09 14:49:07,user_46,user_85,9546.7,USD,branch,SG,business,1,1,money_laundering
af072581-5c72-4b01-9e40-eaa6f3c102b6,2023-01-04 22:45:40,user_43,user_48,9256.56,USD,branch,SG,business,1,1,money_laundering
f0d0bd1a-bf90-4751-9b7c-f98cb028eacf,2023-02-13 05:56:08,user_13,user_27,9544.49,USD,branch,MY,business,1,1,money_laundering
905c20a3-59dd-4323-9b5f-5df34f445de5,2023-03-24 20:20:41,user_90,user_8,9868.27,USD,branch,PH,business,1,1,money_laundering
c86ebe01-ccd9-4de5-94f6-d845da9eefce,2023-02-17 01:21:41,user_99,user_25,9451.39,USD,branch,SG,business,1,1,money_laundering
36d1c39d-8a73-4862-b519-50a5c6a60902,2023-01-01 03:35:24,user_33,user_28,899.09,IDR,branch,PH,individual,0,0,legit
d783042d-5bf6-46fd-8428-60c79ca11c49,2023-01-31 00:12:52,user_45,user_38,117.99,USD,atm,PH,individual,0,0,legit
d0c52c5b-5968-4b41-908e-956fe0d0a9a1,2023-03-02 10:33:08,user_96,user_73,9093.9,USD,branch,MY,business,1,1,money_laundering
0e41f881-4a88-4841-9a1c-fa9eaf00c9d4,2023-01-03 22:56:05,user_15,user_26,619.06,USD,online,MY,individual,1,1,scam
5593906d-30ae-4abd-8c7f-5183c820e9bb,2023-01-01 08:03:55,user_95,user_2,530.74,USD,online,ID,individual,1,1,scam
e9b47431-cd72-4f7e-ae7d-9ea073eac44f,2023-01-04 11:38:42,user_6,user_23,229.68,SGD,online,SG,individual,1,1,scam
e4ddb9c5-a5fe-4624-94c1-561e55f099a3,2023-01-07 22:50:11,user_18,user_76,974.31,USD,online,ID,individual,1,1,money_mule
3994ccd6-3f81-41d2-8443-a3d841fb6c77,2023-02-28 11:39:31,user_19,user_0,9673.43,USD,branch,PH,business,1,1,money_laundering
3e32e5da-f271-43bc-86a9-c8104a5f0a04,2023-01-23 13:55:52,user_77,user_86,9284.87,USD,branch,ID,business,1,1,money_laundering
07762c11-0614-4482-98c3-8377e582c5d3,2023-01-27 03:49:11,user_65,user_92,916.53,IDR,online,SG,individual,1,1,money_mule
8ac21288-015f-4cdf-bfb3-3ab2cf77ec59,2023-01-07 05:40:31,user_61,user_2,517.64,USD,online,TH,individual,1,1,scam
3898211b-0e9a-4a78-bdcd-253576e227b8,2023-01-18 08:30:19,user_9,user_25,290.38,SGD,branch,SG,individual,0,0,legit
f07f8130-486f-4e6f-81f6-70c7406df177,2023-01-31 14:46:37,user_30,user_14,9736.87,USD,branch,MY,business,1,1,money_laundering
95dd8cf1-1886-4fc8-af52-59f39e79378b,2023-02-11 12:39:42,user_15,user_22,302.43,IDR,atm,PH,individual,0,0,legit
bb98d2b7-08cf-4f7d-9a8f-1740012e80ec,2023-01-01 18:06:33,user_95,user_55,52.59,SGD,online,TH,individual,0,0,legit
fa03dd19-b9ba-41ce-a48c-1a78d4689089,2023-01-23 17:20:11,user_12,user_56,178.5,IDR,branch,TH,business,0,0,legit
a0ce1a50-73bb-47a4-a8d5-88e2488063db,2023-02-10 23:55:54,user_55,user_50,418.75,SGD,branch,PH,individual,0,0,legit
93ac1a9d-5261-4269-a112-ff5e361d9909,2023-02-15 17:19:27,user_85,user_77,9934.44,USD,branch,TH,business,1,1,money_laundering
15cd700a-7751-448a-a75b-09ba52266faa,2023-01-08 12:25:37,user_36,user_64,593.43,SGD,online,SG,individual,1,1,scam
863231c1-55e9-45a4-87bc-0f47747aedba,2023-02-01 16:34:23,user_65,user_46,1487.05,SGD,atm,PH,individual,0,0,legit
445f6287-c846-4610-91ca-ec1b2e6eee92,2023-02-05 01:08:05,user_43,user_48,9770.41,USD,branch,PH,business,1,1,money_laundering
f97c3dc4-eb7b-4ad9-af6b-0908f0fa0b64,2023-01-11 19:57:55,user_52,user_8,512.64,USD,online,SG,individual,1,1,scam
18ae08fe-769d-4a0e-af68-e667e949e05c,2023-03-01 10:29:12,user_56,user_89,219.44,USD,online,SG,individual,0,0,legit
f6241e28-f61d-4c0a-a4dd-b48e9549d0eb,2023-01-04 06:23:40,user_24,user_42,9749.65,USD,branch,ID,business,1,1,money_laundering
7a6386cf-30c3-4ebd-82f8-c724636cef54,2023-03-12 02:21:49,user_37,user_60,9341.87,USD,branch,MY,business,1,1,money_laundering
5b328811-cf54-4fe5-be09-070a8914e834,2023-01-04 16:33:36,user_59,user_98,9167.04,USD,branch,MY,business,1,1,money_laundering
b0f5e0c1-c85f-4dc9-b8a0-7ede5f3d9310,2023-01-07 03:29:20,user_79,user_96,556.55,USD,online,MY,individual,1,1,scam
cacafb26-69e5-45d5-8b30-3c5150b8f0a3,2023-01-07 16:49:20,user_13,user_17,24.28,SGD,online,SG,individual,0,0,legit
576f1375-9d4a-4f22-83c6-5aaf79d2fe6d,2023-02-13 10:12:29,user_69,user_72,629.82,IDR,online,MY,business,0,0,legit
c9eca98f-0589-4801-aa08-750f150da8a2,2023-02-24 15:17:37,user_62,user_13,34.25,USD,atm,TH,individual,0,0,legit
b3ebbd13-5f85-45e3-8bb5-3ab5184a4513,2023-01-04 15:05:25,user_5,user_81,1043.56,IDR,online,PH,individual,1,1,money_mule
5bdc3ce6-0ce2-4ba5-ba90-a92067a5b3fe,2023-01-13 21:48:00,user_96,user_21,9762.29,USD,branch,PH,business,1,1,money_laundering
0b50bf97-6f29-4393-9fa0-4f664e3a886a,2023-01-09 01:07:36,user_85,user_56,389.68,IDR,online,SG,individual,1,1,scam
f0870430-af92-4258-9827-18e05733fc73,2023-01-15 22:59:59,user_18,user_21,936.02,IDR,online,ID,individual,1,1,money_mule
4740e63d-14fe-44da-b156-a45ff0f15a92,2023-01-05 03:53:03,user_15,user_10,1005.71,IDR,online,TH,individual,1,1,money_mule
2404e597-fbc9-434b-8475-fd65eb019223,2023-01-26 17:10:24,user_67,user_45,1067.69,IDR,online,MY,individual,1,1,money_mule
3972e09b-d57e-4ed2-a6ef-5722df696bef,2023-01-11 17:33:13,user_8,user_42,506.7,SGD,online,PH,individual,1,1,scam
da4f28b3-d463-4e55-86d8-fe7c84df46cd,2023-01-05 09:58:38,user_10,user_99,9079.42,USD,branch,TH,business,1,1,money_laundering
