transaction_id,timestamp,sender_id,receiver_id,amount,currency,channel,location,user_type,fraud_flag
b081100f-ff88-456a-b4ad-301490789127,2025-03-21 03:38:44.320937,1be604df-42c2-4cab-a58d-4fcbc2d73111,56dbfcb9-7547-4cde-b312-9d52a85ad12f,654.07,EUR,Branch,Italy,normal,0
b3c8ef89-68cb-4ef9-a65e-d0511172044e,2025-03-08 03:38:44.321374,8068a69b-b193-4422-91d0-5981bcadc2dc,2057abb0-0ff4-4880-be03-99eff119cfe1,10.36,MYR,Mobile App,Andorra,normal,0
6ecaa090-e076-4384-96b2-3ec3a1d0a577,2025-05-16 03:38:44.321904,8c367ae3-7582-4a3b-88ed-dcb8d06f3d0d,654246ed-3e06-4f2d-8b72-ac89d58ceee6,208.14,USD,Branch,Iran,normal,0
94079de8-eaa4-41d7-924f-01f8efea55b9,2025-05-16 03:38:44.322274,f2aaf9a7-9fb1-46ac-9b03-7e9a02c02167,f7e20b44-622b-482f-862d-6c342010d69e,927.14,EUR,Online,United States Virgin Islands,normal,0
553544e2-1a23-4230-a459-c253bfad8560,2025-04-20 03:38:44.322630,ae47e27b-29e3-4edb-89a9-b0b700066645,8068a69b-b193-4422-91d0-5981bcadc2dc,819.7,SGD,Online,Venezuela,normal,0
90e8278e-72cb-4404-ac71-f94c6f7de373,2025-04-28 03:38:44.322963,1a2dab69-74c1-47f4-aee1-9f3d0a5943b0,392eb85b-765b-4140-ac03-ef4662477cd2,467.76,EUR,Branch,Bouvet Island (Bouvetoya),normal,0
da5bb159-ae86-40ad-938f-99ef7a66cda7,2025-04-22 03:38:44.323352,89babb46-0f1e-4e80-8ab7-000c2b1cc52d,d17fc1f5-ed9c-41f0-bcda-f929bfcc7316,73.71,EUR,Online,Cuba,normal,0
a28b5f2b-f0c2-4178-872c-ccf2fdc5420d,2025-04-02 03:38:44.323704,23b1b758-53f4-4c69-8c40-2a6101107e3a,d979c2a3-7127-4990-9d25-13c465964f54,214.18,GBP,ATM,Hong Kong,normal,0
bdb53182-faca-4641-a7ab-0eb2da564180,2025-03-03 03:38:44.324055,f650d1b5-9bb9-4a05-89a8-67f77ae87695,a0f6f23b-dd2a-427a-ba94-95f9d0b4ecbd,909.74,SGD,Mobile App,Morocco,normal,0
3e7a9f78-32df-40fe-a8f9-51caf10351b8,2025-05-11 03:38:44.324431,b78e5865-caa6-4cd9-9705-3f5d885ff1ac,6444f607-56ec-4f86-8d53-221d64e97754,493.89,MYR,Online,Libyan Arab Jamahiriya,normal,0
32f6de9c-d2b0-415e-b253-237c5aa6776f,2025-04-20 03:38:44.324782,d53e66f6-c6cc-42c8-9835-dc1b329ee8f3,31e9f1fc-af7b-4b8f-b17b-69f0c69bad94,495.51,MYR,ATM,Peru,normal,0
f3c1e9ff-9b34-47d9-93bf-55cd15410bbe,2025-03-30 03:38:44.325108,93f13732-605d-4129-9722-04f469506dc1,ac441a0e-6001-4294-a45b-8a3cf5f12b68,716.37,SGD,ATM,Vanuatu,normal,0
1b00aa45-c081-42e0-a15c-e3c62082fc8b,2025-05-04 03:38:44.325476,aac53b61-551f-40ac-969b-299ceb611a4c,58c43eb9-fdb3-4777-bd3f-c5d577a0bc9a,518.81,MYR,Branch,Lebanon,normal,0
c234c5ef-70af-4f14-a140-bb8d77bf04ad,2025-03-07 03:38:44.325825,d3ba0098-75f9-4ebe-a733-c5bdb41137af,dcd8e68a-bd38-45d8-9e94-e152507e9ab7,696.18,GBP,Mobile App,Albania,normal,0
94fa0d68-cc23-4ed2-a9ae-1f716bca0de4,2025-04-11 03:38:44.326156,716fa063-d518-417e-b632-609511e5a514,3f6ea309-10b3-491f-859e-bda8319a7186,342.7,GBP,ATM,Algeria,normal,0
5df55581-4640-4ab1-bb5d-d9ba3fafccaf,2025-03-01 03:38:44.326507,b732633c-8d6c-4dee-8388-2292280e9b35,e5f6b693-2087-4da2-92e5-72a240a86dfb,264.01,SGD,ATM,Iceland,normal,0
466c3a6e-4ecf-459a-8055-79dae3c5ea11,2025-04-08 03:38:44.326838,b43e3c9a-4469-4130-8e31-dc727284ca4f,3e054f48-c763-4add-b301-47db4417f04d,945.32,MYR,Branch,Guinea,normal,0
74c0a8c6-3a73-44cb-b24f-7927cfa0cf13,2025-03-14 03:38:44.327159,bef7b0b5-0064-45a6-8876-bfc95d9bb0a6,70f77f73-6bb9-4152-b23b-dc7493ff65cc,487.39,SGD,Branch,Ghana,normal,0
8e8be126-bfe1-4e58-a7db-088f96e3deb9,2025-03-13 03:38:44.327508,95b5df63-0c93-4308-8e0c-43fa0334681e,d4ebd884-41d3-4014-909e-72e1bef9c759,368.97,EUR,Online,Sao Tome and Principe,normal,0
f44d536d-edc2-430e-81b3-3f2524b05a3e,2025-03-06 03:38:44.327835,d450b82c-42b5-4306-93bd-3adae683b308,2ad0f223-c9b6-420d-b3c7-4a1e1b531969,109.12,GBP,Branch,United States Minor Outlying Islands,normal,0
1193bdd6-faea-4856-847f-f683b87c01d8,2025-04-25 03:38:44.328156,6252feac-f61d-4b43-94d4-fc644e2a7c4b,91a1efe8-dbe7-49e6-bbe5-7119d9dfdec7,695.9,MYR,Mobile App,Marshall Islands,normal,0
5190ce81-0ce5-4587-b182-9429bd5a457e,2025-05-26 03:38:44.328526,97ff72e0-95c6-4c18-8f73-d1d6ab476e14,93f13732-605d-4129-9722-04f469506dc1,865.77,EUR,ATM,Reunion,normal,0
bbdb111e-03a8-4906-8d5e-9937752c80b8,2025-05-26 03:38:44.328855,31d12e65-ef4d-41b1-a65f-fb666ea4fd37,b360fdb7-c6aa-4e54-a112-dfca1c76a11d,347.0,EUR,Branch,Singapore,normal,0
f31f31d6-3b64-430e-a927-3e314d1b6ba7,2025-03-20 03:38:44.329184,d5530164-809f-4467-a6d3-d31a989813e5,941d9803-513a-4180-a9a4-517fb30b994d,739.35,MYR,ATM,Cameroon,normal,0
1b6f57db-f079-48aa-b5fc-37c9a1278e52,2025-05-19 03:38:44.329532,b9eb36f6-bedd-4c1c-9e6e-2ae9507a701f,a0513c70-40d2-4a1b-8199-f5dbe186439d,119.75,GBP,Mobile App,Ghana,normal,0
f45310a0-a4ce-4f0e-9e30-1ee3aa99a868,2025-05-27 03:38:44.329858,03b66ce3-9f04-438c-a479-12bd567250cd,1ca9c7a7-7107-48df-b918-7b822f877d9f,2474.99,EUR,Mobile App,Philippines,money_mule,1
9d0cd1e0-1b7c-480e-a7c0-f854154dd6f0,2025-04-09 03:38:44.330178,7dbf9fb5-5542-4cf4-928a-a7d45d1bc99a,55faf961-ece1-45a3-9d28-63a31bb387d1,379.04,EUR,Mobile App,Croatia,normal,0
5f4c3b9b-79de-47cc-9a8b-e58bd80604ae,2025-03-21 03:38:44.330529,05b1e369-d8a4-460d-b0d0-e47730615b95,16625ff7-c498-49d4-bd7d-7e639e728f9f,662.75,MYR,ATM,Czech Republic,normal,0
43e5e261-da79-4f5e-a859-067785ef6583,2025-03-03 03:38:44.330864,7bc96632-a04b-4164-aaf0-52a77d54dd27,67c32792-2c59-49f8-bf79-08fe93989af5,154.56,GBP,Mobile App,Palau,normal,0
06ea0a14-e3f8-4bab-b9b9-e4e08a80360b,2025-05-14 03:38:44.331185,1ca9c7a7-7107-48df-b918-7b822f877d9f,c04aec11-6d4c-4712-927d-c6f7de759b79,86.36,SGD,ATM,Gambia,normal,0
3eaac24b-cecc-41fb-8a27-7b61f582055a,2025-05-19 03:38:44.331534,efc1a10c-5956-42b1-b66e-f5d92cdb0f80,27d553c9-3342-447f-97c7-4109f6e6d231,922.34,SGD,Mobile App,Australia,normal,0
a8649bd4-6649-4faa-b3d7-4e56467de8e8,2025-03-03 03:38:44.331859,e211070c-8efb-457c-acc2-d39815c43b7f,82d955a7-42b4-4902-aeb2-8ad15b93a753,224.04,SGD,ATM,Peru,normal,0
918fac96-8e2b-4e3d-a4b9-2bdf7859c133,2025-05-03 03:38:44.332178,45e7c7f7-9fce-475c-b395-73dd8b86071a,36fda7e1-c6d2-4201-885b-bab1451ae9f6,316.49,EUR,ATM,Moldova,normal,0
2d077ab6-1ab5-4394-9b76-029ac58720b1,2025-03-23 03:38:44.332525,770eca1a-539b-4d28-9979-b42af96388e8,a1063d73-c1a3-409a-a41b-17c4907c9862,409.96,SGD,Branch,Finland,normal,0
228ffd79-ae4c-498b-8413-3c91fcadb7cd,2025-04-09 03:38:44.332843,39cc9360-6045-4dcb-8acb-2dbe036d43fa,8a56f138-0810-43a4-8aa1-ca68b3287484,480.7,EUR,Online,Andorra,normal,0
3b034a2a-6ac7-4e90-8c30-82b734b4ea07,2025-03-15 03:38:44.333161,9725ea62-3b83-40e7-b439-7c55a146324c,85e0bef2-d3c5-4587-959d-ac90c2b52c72,503.86,SGD,Mobile App,Burundi,normal,0
29b8d28c-d3dd-43e8-baff-7c119c098b36,2025-05-28 03:38:44.333502,11c78ba5-53c4-4385-aac9-510c0a637da2,76df9f29-88fe-4c4c-8045-02b9dabec15e,1018.0,SGD,Mobile App,Madagascar,money_mule,1
0a288ddf-b5da-432e-a841-c226b3b5de26,2025-05-07 03:38:44.333825,fab88a98-d443-4eab-b784-80761ff33181,296c8050-5d9f-459e-b973-228f48875e7d,256.95,USD,Mobile App,Hungary,normal,0
4bce297a-e0a2-4402-9af7-00c095561914,2025-05-28 03:38:44.334142,85dfdcc7-6244-4863-acf8-f3de4013dd83,a245e10f-72c1-4cc0-9043-d17a4d2583fb,81.37,EUR,ATM,Lebanon,normal,0
204eac8e-366f-42ef-943d-7fbe56773d91,2025-03-02 03:38:44.334504,24788e21-4666-4076-8fa8-c0ae714f5e08,69ddfb32-b43b-4d39-ae11-3a4434a150f6,14.38,SGD,Online,Poland,normal,0
7c388ba9-8964-40da-b05b-5aa86422d8ad,2025-04-09 03:38:44.334824,938b67cc-df42-4aa0-8ddc-75dbd6a0d7b2,589a2304-fd1e-4479-a061-f769dac8c672,368.33,USD,Online,Singapore,normal,0
d849644b-0850-42b0-b3d4-214513c74508,2025-04-12 03:38:44.335140,be46a38b-d9ad-4070-83f6-c52df68d3757,7223070c-4d22-42ab-b83d-a2b30212739f,978.52,USD,Online,Paraguay,normal,0
1d4ce474-d6e0-4a41-b724-062f1026e624,2025-03-04 03:38:44.335520,618d7307-91cd-4d36-9a51-bbe1e978ee33,4f28fc22-ffbe-4573-b5a9-f2c2fcede06a,940.43,MYR,Online,Saint Vincent and the Grenadines,normal,0
be7f22d2-e830-4f7b-bb73-fb396786e309,2025-05-12 03:38:44.335866,879627e5-ef12-4f37-acb8-3cc927cc2d05,56028376-f73a-456f-9c4c-6f4be4732663,580.16,MYR,ATM,Jamaica,normal,0
1e54faba-ef77-4cef-b40e-23c58cd6af83,2025-03-03 03:38:44.336186,9f3851fa-3cd5-4104-8224-448216f13e78,9919c938-0ce6-481c-809a-ffe0bbf8ac22,620.62,USD,Online,Uruguay,normal,0
af7474dd-4dd5-4f5f-b87f-eb89816aa69b,2025-05-14 03:38:44.336580,d90483f5-cdf8-44e0-b31f-9c1617619f96,aa79dc45-2dd3-4cc4-9c22-28d54bb69136,99.99,GBP,Mobile App,Myanmar,fraudster,1
d00de16e-1219-4de6-bb5b-48d49fd98d2a,2025-03-25 03:38:44.336897,a59e8c46-3937-44ac-8da0-49974296790f,4491ff50-29a4-4013-8754-bc7a8c8a6d47,431.06,GBP,Branch,Lithuania,normal,0
04c2360b-b1a0-4bfe-b7fd-7206e4a4bd1d,2025-04-26 03:38:44.337227,8fd86b7d-c25f-4589-824f-a7509cf1986a,82f4df2d-03ae-4a81-b45b-8835ff86ee2f,576.31,EUR,Branch,British Indian Ocean Territory (Chagos Archipelago),normal,0
d9ced070-5073-45f3-a832-28a21392aede,2025-05-12 03:38:44.337575,690daadb-4371-46d0-8ee2-f4e4ba7193fb,93a6cd72-5b69-4553-aea3-88ac6e6487ac,561.37,EUR,Mobile App,Syrian Arab Republic,money_launderer,1
2de59acb-7b3d-42b7-93ef-51c4305a1913,2025-03-27 03:38:44.337889,1996e082-2dc8-46df-ac70-90179b7f99cc,7ec5fde8-9b6a-4277-bbc6-24834d769f4c,873.44,MYR,Online,Tuvalu,normal,0
93e1e3e6-7104-4bb6-8af6-509eea64c86c,2025-03-13 03:38:44.338218,bb80e354-d7d6-4643-bd0a-7b094ad09a76,c4deb6b2-f53b-466a-b816-204a3a65cb36,498.6,MYR,Mobile App,Sweden,normal,0
1591b8dd-4cc3-45aa-84dc-89dbb0c61276,2025-03-24 03:38:44.338567,a4ff3cb0-ecce-4d9d-b2cd-a36d3157885d,b1bd0b52-7066-4c2f-9992-dcdeaffcf88a,532.65,SGD,Mobile App,Netherlands,normal,0
c13f045f-1639-4105-afc6-1a5e4f8019c3,2025-03-31 03:38:44.338882,84e8f60f-b028-4d00-95bc-78b66b706229,7226491c-f142-46f7-8e9c-026899b44bc0,892.89,EUR,ATM,Korea,normal,0
8a3fdab7-84dc-4b6f-9948-ff2ff34b60e9,2025-05-02 03:38:44.339207,b756e6b0-fbdd-4e4f-843e-498c457dd728,f87bff3f-4e4d-41df-950f-c6203fbccd3f,620.18,EUR,ATM,Equatorial Guinea,normal,0
ec639a1b-fd3d-4cfd-8a10-5f23f0dbdf78,2025-03-16 03:38:44.339559,928e1160-19fb-400f-b9e1-c6afcb111e0f,f18fdd6a-07f1-497b-b413-3bd959d9031e,185.89,GBP,ATM,Angola,normal,0
2f393574-8b3c-4baf-afba-0645b9553ff0,2025-03-19 03:38:44.339875,3f6ea309-10b3-491f-859e-bda8319a7186,03efe38b-8a0d-41ce-bdd1-d943ee74b295,200.74,MYR,ATM,Kazakhstan,normal,0
d0646cfe-756a-4d78-b2ab-2dde1ba4bd61,2025-04-15 03:38:44.340188,e4cfce05-642e-40ae-8aaf-c469b749d82f,9f3851fa-3cd5-4104-8224-448216f13e78,553.59,EUR,Online,Congo,normal,0
130f7fcf-2a57-4795-a028-fdb2079df5ba,2025-03-25 03:38:44.340525,0569e6f2-fb8a-4de0-b40c-e571b541e21a,f1830d7a-b7b9-454b-8067-bd31dae45f90,351.13,EUR,Mobile App,Syrian Arab Republic,normal,0
beed9e05-2f44-489b-a45e-5eecc985ac7e,2025-03-19 03:38:44.340847,220d266f-a93a-4eb6-b9b9-6dc8a2b849c1,5b4b6e0d-2e63-455a-8ca1-894bdfe9cde1,155.75,USD,Branch,Bouvet Island (Bouvetoya),normal,0
6c067061-0109-44d2-852d-00f95efd9919,2025-04-02 03:38:44.341161,d91b3e38-e329-47dc-ad21-0c9120662320,1996e082-2dc8-46df-ac70-90179b7f99cc,463.88,MYR,ATM,Mali,normal,0
fd8ce3cb-b0aa-4f6f-9ada-7f3b877a6c15,2025-04-24 03:38:44.341507,c1db36e1-3920-463d-964d-5a0c960df7db,1b67c154-7fa3-4b2d-a150-ba2f9c25f72f,585.2,SGD,Online,Congo,normal,0
73919e8a-3beb-4bec-874f-27ac7da08128,2025-03-31 03:38:44.341826,34048732-9076-4883-8a2e-c9b7a9adec1e,80f3644d-1b8f-40c1-9a3a-004173133ed5,272.13,GBP,ATM,Vietnam,normal,0
d0095f1f-68b8-457c-9d78-c8578a4cd782,2025-03-01 03:38:44.342139,181f93f3-0cbf-42e2-b81f-98ecbcf075a7,3104165f-f1d6-46c8-87ff-51d7fec1c360,519.5,SGD,ATM,Croatia,normal,0
6466e90a-2d28-42c0-a32f-61a871307b11,2025-03-20 03:38:44.342491,970042b1-e7d0-4116-83ad-5cb261e478b1,9a62a0b8-2adb-446b-b68d-030518059cb4,9620.97,SGD,Online,Cyprus,money_launderer,1
98a0f9c8-89b8-4cfc-b07a-f98e6c1c297c,2025-05-19 03:38:44.342809,cc7af038-0754-4382-8e09-e5a26a3f4908,4eb92c38-b559-4c8d-b440-ebaf67439b50,123.99,EUR,Branch,Paraguay,normal,0
45c0790a-8dc0-4c57-bf14-66a4659b48bc,2025-03-23 03:38:44.343122,d722cc19-6f45-4b6c-96b1-a280cc12b7c1,76261c96-28ee-4602-a75d-0565d70a5eff,313.21,GBP,Online,Australia,normal,0
af4ab430-078d-4e91-a9d1-251541d9e674,2025-03-19 03:38:44.343491,70f8af26-0c34-4e74-a340-6e402b7e6422,bb3f088c-f530-49a1-98c4-36d67757cb26,963.58,MYR,Online,Brazil,normal,0
b8911004-cae1-4be7-ade6-f072c430af95,2025-05-21 03:38:44.343827,faf3a326-118b-4ded-9902-7acd82d188b8,038a15e5-b181-4904-9526-7d12c4413fa4,664.28,GBP,Mobile App,Russian Federation,normal,0
70650d6b-1e00-4fe9-b142-c4f9ee08b6a8,2025-05-17 03:38:44.344139,412749be-2ad8-4224-85b5-33b032905959,82ef33c6-7084-4a53-aee5-793b267c197d,232.38,MYR,Branch,Saint Barthelemy,normal,0
d5e43d28-b5aa-4874-9c6a-f3fb810a5b11,2025-03-01 03:38:44.344487,7b9fb643-9f59-49b3-99d4-3386717ebcb7,62abc05b-fbc2-40a4-a72f-0a0f01b9ca56,91.4,GBP,ATM,Guadeloupe,normal,0
758eec91-70c7-4d1b-a8c3-c64e65a135d0,2025-03-06 03:38:44.344806,8082c7e9-3be7-4dd5-96e6-01df2f041d88,79cf78f7-f1b0-49e7-b1e4-9a8af06b5a6a,816.25,USD,Online,Mozambique,normal,0
007b47b9-2729-45b6-a5a6-b7c1f3e97c5c,2025-03-21 03:38:44.345124,551b7d40-5dfb-4e89-b204-802232c133cc,8efe01ed-4679-4326-bd6a-60e7c3aefdae,272.61,EUR,Branch,Croatia,normal,0
89272998-fc69-444d-9a7e-095d336d2a30,2025-03-14 03:38:44.345472,1829f786-e652-423d-8e52-1473cab2aa43,3eaad621-809f-4e85-92f8-e9b52f388374,63.61,USD,Online,Croatia,normal,0
8596c68f-8cc7-4615-9f33-b8883b0185c7,2025-05-01 03:38:44.345811,77aaca62-d825-4eef-b18f-be795b95b522,1fa3a2ca-9bfd-4bca-b2ec-1f7a97a397ed,309.99,MYR,ATM,Romania,normal,0
223264dc-e490-4d20-b211-97f5f57b9518,2025-03-27 03:38:44.346136,eefdda70-d234-4ed0-9394-fb81ed834af2,88529bc7-227c-4c98-925c-3a76691525fa,954.95,SGD,Branch,Reunion,normal,0
